,urls,address,m2,rooms,toilets,prices,latitude,longitude
373,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5610955-geronimo-de-alderete-uda#position=18&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Gerònimo De Alderete, Las Condes ",130,3,3,1200000,-33.3947721,-70.5615686
374,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5613242-avenida-las-condes-uda#position=19&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Avenida Las Condes, San Miguel ",57,2,2,600000,-33.3701438,-70.5064047
375,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5742858-vicuna-mackenna-881-uda#position=21&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Vicuña Mackenna 881, Santiago ",30,1,1,240000,-33.5867028,-70.7138502
377,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5680553-doctor-manuel-barros-borgono-uda#position=23&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Doctor Manuel Barros Borgoño, Providencia ",70,2,2,600000,-33.4324362,-70.6178199
378,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5562929-santa-victoria-uda#position=24&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Santa Victoria, Santiago ",27,1,1,250000,-33.5848614,-71.0531652
381,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5742856-manquehue-sur-970-uda#position=28&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Manquehue Sur 970, Las Condes ",100,2,2,700000,-33.4096058,-70.5669244
382,https://www.portalinmobiliario.com/arriendo/departamento/recoleta-metropolitana/5737832-olivos-uda#position=29&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Olivos, Recoleta ",50,2,2,400000,-33.461598,-70.7441038
383,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5742880-avenida-manquehue-sur-colon-uda#position=30&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Avenida Manquehue Sur / Colon, Las Condes ",98,3,2,650000,-33.4219479,-70.5644627
384,https://www.portalinmobiliario.com/arriendo/departamento/san-miguel-metropolitana/5722144-curinanca-uda#position=31&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Curiñanca, San Miguel ",57,2,2,390000,-33.4888319,-70.6508248
385,https://www.portalinmobiliario.com/MLC-538712994-irarrazaval-2150-nunoa-chile-_JM#position=32&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Irarrázaval 2150, Ñuñoa, Chile, Ñuñoa ",49,1,1,380000,-33.4541894,-70.604972
386,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5631093-la-cabana-uda#position=33&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," La Cabaña, Ñuñoa ",45,1,1,550000,-14.464965,-70.5141184
387,https://www.portalinmobiliario.com/MLC-540583841-av-hernando-de-aguirre-600-providencia-_JM#position=34&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Av. Hernando De Aguirre 600, Providencia, Región Metropolitana, Chile, Providencia ",150,4,4,1100000,-33.4412166,-70.5894922
388,https://www.portalinmobiliario.com/MLC-540232181-marchant-pereira-providencia-chile-_JM#position=35&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Marchant Pereira, Providencia, Chile, Providencia ",62,3,2,483000,-33.444842,-70.6082354
390,https://www.portalinmobiliario.com/MLC-540790897-mujica-133-nunoa-chile-_JM#position=37&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Mujica 133, Ñuñoa, Chile, Ñuñoa ",67,2,2,560000,-33.4605856,-70.6059986
393,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5746024-tobalaba-uda#position=41&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Tobalaba, Providencia ",40,1,1,410000,-33.4182015,-70.6014955
394,https://www.portalinmobiliario.com/MLC-539685905-sector-metro-alcantara-las-condes-_JM#position=43&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Sector Metro Alcantara, Las Condes, Las Condes ",60,2,1,500000,-33.4144936,-70.5852598
395,https://www.portalinmobiliario.com/MLC-540676256-las-violetas-2347-providencia-chile-_JM#position=44&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Las Violetas 2347, Providencia, Chile, Providencia ",70,2,2,500000,-33.433882049999994,-70.60274075000001
397,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5657316-tarapaca-uda#position=47&type=item&tracking_id=9eaf2bd6-6048-4b79-af68-9405f2d940aa," Tarapacá, Santiago ",35,1,1,200000,-33.4472338,-70.6497587
401,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5743924-domeyko-1990-uda#position=2&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Domeyko 1990, Santiago ",48,2,2,400000,-33.45599968636364,-70.66243947272727
402,https://www.portalinmobiliario.com/MLC-540386365-chile-espana-235-nunoa-chile-_JM#position=5&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Chile España 235, Ñuñoa, Chile, Ñuñoa ",40,1,1,380000,-33.45286168235294,-70.59823953529413
403,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5716074-martin-de-zamora-uda#position=6&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Martín De Zamora, Las Condes ",90,2,2,750000,-33.4156916,-70.5687234
404,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5691022-plaza-las-lilas-uda#position=7&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Plaza Las Lilas, Providencia ",44,1,1,570000,-33.42717775,-70.5948180983085
405,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5742955-metro-los-heroes-uda#position=8&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Metro Los Héroes, Santiago ",32,1,1,400000,-33.4461573,-70.6604831
407,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5669443-metro-alcantara-uda#position=10&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Metro Alcantara, Las Condes ",180,4,3,1500000,-33.4144936,-70.5852598
409,https://www.portalinmobiliario.com/arriendo/departamento/concon-valparaiso/5706744-blanca-estela-1055-uda#position=12&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Blanca Estela 1055, Concón ",130,3,3,800000,-32.9412583,-71.5307547
413,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5741756-avenida-manquehue-sur-1076-uda#position=16&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Avenida Manquehue Sur 1076, Las Condes ",120,3,3,750000,-33.4219479,-70.5644627
415,https://www.portalinmobiliario.com/MLC-536357814-eliodoro-yanez-2831-providencia-chile-_JM#position=18&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Eliodoro Yañez 2831, Providencia, Chile, Providencia ",148,3,3,1300000,-33.428309,-70.5950205
416,https://www.portalinmobiliario.com/MLC-540672418-enrique-mac-iver-764-santiago-chile-_JM#position=19&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Enrique Mac Iver 764, Santiago, Chile, Santiago ",65,2,1,420000,-33.43434167368421,-70.64771235789473
419,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5763615-mall-sport-uda#position=22&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Mall Sport, Las Condes ",72,2,2,630000,-33.3705803,-70.50665217091861
421,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5673417-leonardo-da-vinci-uda#position=26&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Leonardo Da Vinci, Las Condes ",31,1,1,650000,-33.400854,-70.5529606
423,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5722412-metro-escuela-militarapoquindo-uda#position=28&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Metro Escuela Militar / Apoquindo, Las Condes ",72,2,2,550000,-33.4362049,-70.5782335
425,https://www.portalinmobiliario.com/MLC-540581869-miguel-claro-nunoa-chile-_JM#position=30&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Miguel Claro, Ñuñoa, Chile, Providencia ",62,3,2,420000,-33.4521435,-70.6159937
427,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5670168-fray-leoncamino-san-antonio-uda#position=32&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Fray Leon / Camino San Antonio, Las Condes ",125,3,2,800000,-33.3737759,-70.5138568
429,https://www.portalinmobiliario.com/MLC-540047731-antonio-bellet-providencia-chile-_JM#position=34&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Antonio Bellet, Providencia, Chile, Providencia ",45,1,1,430000,-33.4240565,-70.620177
430,https://www.portalinmobiliario.com/MLC-540226992-espoz-4440-vitacura-chile-_JM#position=35&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Espoz 4440, Vitacura, Chile, Vitacura ",180,3,4,1700000,-33.39642965,-70.58808575646583
431,https://www.portalinmobiliario.com/MLC-540686036-jose-domingo-canas-nunoa-chile-_JM#position=37&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," José Domingo Cañas, Ñuñoa, Chile, Ñuñoa ",70,2,2,650000,-33.4567098,-70.609417
433,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5716077-pasaje-nueva-compania-uda#position=39&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Pasaje Nueva Compañia, Santiago ",32,1,1,260000,-33.4397366,-70.6646471
434,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5657315-el-vergel-uda#position=40&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," El Vergel, Providencia ",67,2,2,750000,-33.432505,-70.6021159
435,https://www.portalinmobiliario.com/arriendo/departamento/vitacura-metropolitana/5722427-el-arcangel-vitacura-uda#position=41&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," El Arcángel / Vitacura, Vitacura ",92,3,3,750000,-33.401585,-70.5828616
438,https://www.portalinmobiliario.com/MLC-537041252-departamento-en-arriendo-de-1-dorm-en-nunoa-_JM#position=44&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Irarrazaval 2150, Ñuñoa ",46,1,1,400000,-33.4549221,-70.628254
439,https://www.portalinmobiliario.com/MLC-540251907-av-portugal-415-santiago-region-metropolitana-chile-_JM#position=45&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Av. Portugal 415, Santiago, Región Metropolitana, Chile, Santiago ",25,1,1,270000,-33.4429241,-70.6379083
441,https://www.portalinmobiliario.com/MLC-540619053-quinta-710-quilpue-chile-_JM#position=47&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Quinta 710, Quilpué, Chile, Quilpué ",84,3,2,550000,-33.04386155,-71.45729744650811
444,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5750549-avenida-el-cerro-1731-uda#position=50&type=item&tracking_id=e499426e-ff75-41d4-ad67-cd8fe35f1570," Avenida El Cerro 1731, Providencia ",50,1,1,600000,-33.4158672,-70.6106392
